Agent,Route#,CID,Dealer Name,City,ST,Zip,ETA,ETD,Fixed Time,Cube,Open,Close,Delivery X-Dock,Special Eq,Lanter ID,Facing PDC,LATITUDE,LONGITUDE,GEORESULT
TOMASEK-SIOUX FALLS,SDSI.SIO3,KUB,MARKS MACHINERY,YANKTON,SD,57078-6420,05:09:00,05:10:00,1,56,02:30:00,08:00:00,"SIOUX FALLS, SD",,L905031,EDGERTON,42.8792,-97.3394,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,CNH,"SIOUX INTERNATIONAL, INC.",SIOUX FALLS,SD,57106-0244,03:07:00,03:19:00,12,112,22:30:00,08:00:00,"SIOUX FALLS, SD",,L904722,CAMERON,43.5438,-96.8018,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,CNH,TITAN MACHINERY INC.,SIOUX FALLS,SD,57107,02:37:00,02:52:00,15,196,22:30:00,08:00:00,"SIOUX FALLS, SD",,L904735,CAMERON,43.6064,-96.7822,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,DRE,C & B OPERATIONS,Sioux Falls,SD,57108,06:50:00,07:00:00,10,56,02:30:00,12:00:00,"SIOUX FALLS, SD",,L904331,MILAN LW,43.4975,-96.772,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,DRE,RDO Equipment,SIOUX FALLS,SD,57107-0164,06:23:00,06:33:00,10,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801245,MILAN LW,43.5766,-96.7737,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,FMP,Dakota Auto Parts,Sioux Falls,SD,57103-1638,07:16:00,07:28:00,12,112,20:00:00,08:00:00,"SIOUX FALLS, SD",,L800850,EAGAN,43.5473,-96.7114,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,PAC,PETERBILT OF SIOUX FALLS,SIOUX FALLS,SD,57104-0554,05:11:00,05:33:00,22,560,02:30:00,08:00:00,"SIOUX FALLS, SD",,L904024,ROCKFORD,43.5987,-96.7107,MANUAL
TOMASEK-SIOUX FALLS,SDSI.SIO4,PAC,SIOUX FALLS KENWORTH,SIOUX FALLS,SD,57104,05:45:00,06:07:00,22,560,02:30:00,08:00:00,"SIOUX FALLS, SD",,L904025,ROCKFORD,43.5959,-96.7113,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,TOY,BILLION MOTORS,SIOUX FALLS,SD,57106-0302,03:27:00,04:07:00,40,672,22:00:00,07:00:00,"SIOUX FALLS, SD",,L800766,KANSAS CITY,43.5438,-96.7724,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,VOL,TEC EQUIPMENT,SIOUX FALLS,SD,57104-0553,05:35:00,05:45:00,10,104,02:30:00,08:00:00,"SIOUX FALLS, SD",,L003136,JOLIET,43.5959,-96.7113,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO4,VOL,TRANSOURCE,SIOUX FALLS,SD,57104-0459,04:56:00,05:06:00,10,73,02:30:00,08:00:00,"SIOUX FALLS, SD",,L003137,JOLIET,43.6019,-96.7153,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,CNH,"FARMERS IMPLEMENT & IRRIGATION, INC",WATERTOWN,SD,57201,04:01:00,04:11:00,10,56,02:30:00,08:00:00,"SIOUX FALLS, SD",,L904708,CAMERON,44.8893,-97.043,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,CNH,TITAN MACHINERY INC.,WATERTOWN,SD,57201-9169,04:21:00,04:33:00,12,112,02:30:00,08:00:00,"SIOUX FALLS, SD",,L904729,CAMERON,44.8896,-97.0493,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,DRE,KIBBLE EQUIPMENT,WATERTOWN,SD,57201-5102,05:32:00,05:50:00,18,231,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801248,MILAN LW,44.8844,-97.109,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,DRE,KIBBLE EQUIPMENT,MILBANK,SD,57252,07:04:00,07:19:00,15,179,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801236,MILAN LW,45.2008,-96.6406,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,DRE,RDO Equipment,Milbank,SD,57252,07:24:00,07:34:00,10,112,02:30:00,08:00:00,"SIOUX FALLS, SD",,L904332,MILAN LW,45.2119,-96.6467,MANUAL
TOMASEK-SIOUX FALLS,SDSI.SIO5,FRD,WATERTOWN FORD,WATERTOWN,SD,57201-5305,05:16:00,05:26:00,10,112,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000113,MENOMONIE,44.89,-97.0899,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,GM,"SHARP AUTOMOTIVE, INC.",WATERTOWN,SD,57201-5016,06:06:00,06:16:00,10,112,02:30:00,09:00:00,"SIOUX FALLS, SD",,L901167,HUDSON,44.8901,-97.1335,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,GM,UNZEN MOTORS,MILBANK,SD,57252-2318,07:39:00,07:49:00,10,112,02:30:00,09:00:00,"SIOUX FALLS, SD",,L901168,HUDSON,45.2173,-96.6409,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,PAC,ALLSTATE PB OF WATERTOWN,WATERTOWN,SD,57201,04:54:00,05:09:00,15,104,02:30:00,11:00:00,"SIOUX FALLS, SD",,L904426,ROCKFORD,44.9003,-97.071,MANUAL
TOMASEK-SIOUX FALLS,SDSI.SIO5,PAC,Watertown Kenworth,SIOUX FALLS,SD,57201,04:38:00,04:48:00,10,56,02:30:00,08:00:00,"SIOUX FALLS, SD",,L905768,ROCKFORD,44.8898,-97.0544,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO5,TOY,SHARP TOYOTA,WATERTOWN,SD,57201-5016,05:56:00,06:06:00,10,56,02:30:00,08:00:00,"SIOUX FALLS, SD",,L800767,KANSAS CITY,44.8901,-97.1335,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,CHR,FRONTIER MOTORS AUTOMOTIVE GROU,WINNER,SD,57580-6482,07:06:00,07:08:00,2,56,02:30:00,08:00:00,"SIOUX FALLS, SD",,L902465,MINNEAPOLIS,43.3816,-99.8887,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,CNH,MATHIS IMPLEMENT TRUST,WINNER,SD,57580-2711,07:38:00,07:48:00,10,28,23:30:00,08:00:00,"SIOUX FALLS, SD",,L904715,CAMERON,43.3772,-99.8741,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,CNH,"SIOUX INTERNATIONAL, INC.",FREEMAN,SD,57029-6741,04:02:00,04:12:00,10,56,23:30:00,08:00:00,"SIOUX FALLS, SD",,L904723,CAMERON,43.3382,-97.4206,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,CNH,TITAN MACHINERY INC.,PLATTE,SD,57369-2114,08:44:00,08:54:00,10,56,23:30:00,09:15:00,"SIOUX FALLS, SD",,L904730,CAMERON,43.3841,-98.8353,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,DRE,C & B OPERATIONS,CORSICA,SD,57328-2212,05:11:00,05:26:00,15,175,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801230,MILAN LW,43.4192,-98.412,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,DRE,C & B OPERATIONS,FREEMAN,SD,57029-2000,03:41:00,03:56:00,15,176,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801231,MILAN LW,43.3593,-97.4205,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,DRE,Grossenburg Implement,WINNER,SD,57580-6484,07:13:00,07:31:00,18,225,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801250,MILAN LW,43.3828,-99.9021,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,FRD,FRONTIER FORD MOTORS INC,WINNER,SD,57580,06:42:00,06:52:00,10,128,02:30:00,08:00:00,"SIOUX FALLS, SD",,L900016,MENOMONIE,43.38,-99.8788,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,FRD,PARKER FORD,PARKER,SD,57053-2147,03:06:00,03:16:00,10,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000195,MENOMONIE,43.4015,-97.1213,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO6,GM,FRONTIER MOTORS,WINNER,SD,57580,06:56:00,07:06:00,10,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L001025,HUDSON,43.3816,-99.8887,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,CNH,"HARRY IMPLEMENT, INC.",FERNEY,SD,57439-9998,08:57:00,09:07:00,10,56,23:30:00,10:00:00,"SIOUX FALLS, SD",,L904709,CAMERON,45.3302,-98.0974,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,CNH,TITAN MACHINERY INC.,ABERDEEN,SD,57401-9513,08:11:00,08:26:00,15,140,23:30:00,09:00:00,"SIOUX FALLS, SD",,L904734,CAMERON,45.4597,-98.412,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,DRE,RDO Equipment,ABERDEEN,SD,57401-0901,07:34:00,07:52:00,18,254,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801223,MILAN LW,45.4591,-98.4147,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,DRE,RDO Equipment,WEBSTER,SD,57274-2217,05:02:00,05:14:00,12,105,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801249,MILAN LW,45.3396,-97.5373,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,DRE,VALLEY PLAINS EQUIPMENT,BRITTON,SD,57430,06:05:00,06:17:00,12,94,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801226,MILAN LW,45.7924,-97.776,MANUAL
TOMASEK-SIOUX FALLS,SDSI.SIO7,FRD,GROTON FORD INC.,GROTON,SD,57445-2303,07:01:00,07:11:00,10,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000081,MENOMONIE,45.459,-98.1043,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,GM,"DAVE HAHLER AUTOMOTIVE, INC.",WEBSTER,SD,57274-1136,04:46:00,04:56:00,10,112,02:30:00,08:00:00,"SIOUX FALLS, SD",,L901169,HUDSON,45.3401,-97.5134,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO7,TOY,HARR TOYOTA,ABERDEEN,SD,57401-9509,07:56:00,08:06:00,10,56,22:00:00,08:00:00,"SIOUX FALLS, SD",,L800763,KANSAS CITY,45.4591,-98.4287,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,CNH,"PREMIER EQUIPMENT, LLC",HURON,SD,57350,07:16:00,07:26:00,10,28,23:30:00,08:00:00,"SIOUX FALLS, SD",,L904718,CAMERON,44.3741,-98.249,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,CNH,SCOTT SUPPLY CO.,MITCHELL,SD,57301-6257,04:46:00,04:56:00,10,84,23:30:00,08:00:00,"SIOUX FALLS, SD",,L904721,CAMERON,43.7029,-98.0679,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,CNH,TITAN MACHINERY INC.,HURON,SD,57350-5004,07:01:00,07:11:00,10,56,23:30:00,08:00:00,"SIOUX FALLS, SD",,L904727,CAMERON,44.3744,-98.2419,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,CNH,TITAN MACHINERY INC.,MITCHELL,SD,57301-6220,05:00:00,05:10:00,10,28,23:30:00,08:00:00,"SIOUX FALLS, SD",,L904731,CAMERON,43.7028,-98.0745,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,DRE,C & B OPERATIONS,MITCHELL,SD,57301-6254,04:32:00,04:42:00,10,150,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801238,MILAN LW,43.7031,-98.0644,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,DRE,KIBBLE EQUIPMENT,HURON,SD,57350,06:48:00,06:58:00,10,218,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801234,MILAN LW,44.3722,-98.2369,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,FMP,Grayson Auto Parts,Huron,SD,57350-1813,06:31:00,06:41:00,10,28,20:00:00,08:00:00,"SIOUX FALLS, SD",,L800843,EAGAN,44.3633,-98.2216,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,FRD,IVERSON FORD,HURON,SD,57350,06:18:00,06:24:00,6,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000108,MENOMONIE,44.3366,-98.214,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,FRD,MCCORMICK MOTORS,SALEM,SD,57058-8945,03:42:00,03:48:00,6,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000191,MENOMONIE,43.725,-97.3889,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO8,FRD,Vern Eide,MITCHELL,SD,57301-1028,05:21:00,05:27:00,6,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000101,MENOMONIE,43.732,-98.0256,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,CHR,RIVERVIEW CHRYSLER DODGE JEEP RAM,CHAMBERLAIN,SD,57325-1560,05:08:00,05:18:00,10,56,02:30:00,08:00:00,"SIOUX FALLS, SD",,L902463,MINNEAPOLIS,43.81,-99.3328,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,CHR,WEGNER AUTO COMPANY INC,PIERRE,SD,57501-3139,08:28:00,08:38:00,10,56,02:30:00,09:00:00,"SIOUX FALLS, SD",,L902464,MINNEAPOLIS,44.3648,-100.3503,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,CNH,TITAN MACHINERY INC.,PIERRE,SD,57501-6522,07:20:00,07:30:00,10,56,23:30:00,08:30:00,"SIOUX FALLS, SD",,L904724,CAMERON,44.4036,-100.2887,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,DRE,C & B OPERATIONS,CHAMBERLAIN,SD,57325-2105,04:46:00,05:01:00,15,224,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801229,MILAN LW,43.7838,-99.313,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,DRE,Grossenburg Implement,PIERRE,SD,57501-5747,07:01:00,07:16:00,15,336,02:30:00,08:00:00,"SIOUX FALLS, SD",,L801241,MILAN LW,44.4001,-100.3002,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,FRD,CAPITAL CITY FORD LINCOLN,PIERRE,SD,57501-3143,08:02:00,08:12:00,10,168,02:30:00,10:00:00,"SIOUX FALLS, SD",,L900015,MENOMONIE,44.3635,-100.3479,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,FRD,WILLRODT FORD,CHAMBERLAIN,SD,57325,04:33:00,04:43:00,10,28,02:30:00,08:00:00,"SIOUX FALLS, SD",,L000203,MENOMONIE,43.7877,-99.3133,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,GM,BECK MOTORS,PIERRE,SD,57501-5000,07:38:00,07:53:00,15,112,02:30:00,09:00:00,"SIOUX FALLS, SD",,L001017,HUDSON,44.383,-100.3145,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,GM,RIVERVIEW CHEVROLET-BUICK,OACOMA,SD,57365-6528,05:27:00,05:37:00,10,112,02:30:00,08:00:00,"SIOUX FALLS, SD",,L001023,HUDSON,43.8032,-99.3863,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,GM,WENGER AUTO,PIERRE,SD,57501-3139,08:38:00,08:48:00,10,112,02:30:00,09:00:00,"SIOUX FALLS, SD",,L001001,HUDSON,44.3648,-100.3503,Exact
TOMASEK-SIOUX FALLS,SDSI.SIO9,TOY,GATEWAY TOYOTA,PIERRE,SD,57501-3143,08:12:00,08:27:00,15,112,22:00:00,08:30:00,"SIOUX FALLS, SD",,L800764,KANSAS CITY,44.3635,-100.3479,Exact
TOMASEK-BISMARCK,NDBI.BIS3,DRE,GOOSENECK IMPLEMENT COMPANY,MINOT,ND,58702,04:03:00,04:21:00,18,336,01:30:00,08:00:00,"BISMARCK, ND",@130,L804252,MILAN LW,48.2208,-101.2298,MANUAL
TOMASEK-BISMARCK,NDBI.BIS3,DRE,GOOSENECK IMPLEMENT COMPANY,VELVA,ND,58790,03:19:00,03:34:00,15,336,01:30:00,08:00:00,"BISMARCK, ND",@130,L804260,MILAN LW,48.0299,-100.8869,Exact
TOMASEK-BISMARCK,NDBI.BIS3,DRE,GOOSENECK IMPLEMENT COMPANY,KENMARE,ND,58746,06:23:00,06:38:00,15,336,01:30:00,08:00:00,"BISMARCK, ND",@130,L804244,MILAN LW,48.668,-102.0636,Exact
TOMASEK-BISMARCK,NDBI.BIS3,DRE,GOOSENECK IMPLEMENT COMPANY,MOHALL,ND,58761-9700,05:33:00,05:45:00,12,224,01:30:00,08:00:00,"BISMARCK, ND",@130,L804254,MILAN LW,48.7636,-101.5171,Exact
TOMASEK-BISMARCK,NDBI.BIS3,DRE,RDO Equipment,MINOT,ND,58701-9322,04:28:00,04:40:00,12,224,01:30:00,08:00:00,"BISMARCK, ND",@130,L804253,MILAN LW,48.2281,-101.1993,Exact
TOMASEK-BISMARCK,NDBI.BIS4,CHR,"RED ROCK AUTO OF WATFORD CITY,",WATFORD CITY,ND,58854-7007,12:15:00,12:25:00,10,112,06:00:00,13:30:00,"BISMARCK, ND",@600,L902460,MINNEAPOLIS,47.8057,-103.26,Exact
TOMASEK-BISMARCK,NDBI.BIS4,CHR,RYAN CHRYSLER DODGE JEEP,WILLISTON,ND,58801-5806,10:34:00,10:44:00,10,112,06:00:00,13:30:00,"BISMARCK, ND",@600,L902461,MINNEAPOLIS,48.1453,-103.6415,Exact
TOMASEK-BISMARCK,NDBI.BIS4,CNH,BORDER PLAINS EQUIPMENT LLC,WILLISTON,ND,58801,11:17:00,11:27:00,10,84,06:00:00,12:30:00,"BISMARCK, ND",@600,L904668,CAMERON,48.1391,-103.6954,MANUAL
TOMASEK-BISMARCK,NDBI.BIS4,CNH,BORDER PLAINS EQUIPMENT LLC,STANLEY,ND,58784-9404,08:32:00,08:42:00,10,84,06:00:00,09:30:00,"BISMARCK, ND",@600,L904669,CAMERON,48.305,-102.3837,Exact
TOMASEK-BISMARCK,NDBI.BIS4,CNH,"HEGGEN EQUIPMENT, INC.",WATFORD CITY,ND,58854,12:32:00,12:42:00,10,28,06:00:00,14:00:00,"BISMARCK, ND",@600,L904674,CAMERON,47.7933,-103.2832,Exact
TOMASEK-BISMARCK,NDBI.BIS4,CNH,"PRAIRIE IMPLEMENT & EQUIPMENT, INC.",KILLDEER,ND,58640,11:39:00,11:49:00,10,28,06:00:00,16:00:00,"BISMARCK, ND",@600,L904684,CAMERON,47.3822,-102.7577,Exact
TOMASEK-BISMARCK,NDBI.BIS4,FRD,PRAIRIE MOTORS INC.,STANLEY,ND,58784-4051,08:48:00,08:58:00,10,28,06:00:00,12:00:00,"BISMARCK, ND",@600,L000053,MENOMONIE,48.3109,-102.3904,Exact
TOMASEK-BISMARCK,NDBI.BIS4,FRD,RED ROCK FORD,WILLISTON,ND,58801,10:51:00,11:11:00,20,112,06:00:00,13:30:00,"BISMARCK, ND",@600,L000057,MENOMONIE,48.1469,-103.669,Exact
TOMASEK-BISMARCK,NDBI.BIS4,GM,WILLISTON MOTORS,WILLISTON,ND,58801-3401,10:07:00,10:27:00,20,112,06:00:00,14:00:00,"BISMARCK, ND",@600,L001037,HUDSON,48.162,-103.6258,Exact
TOMASEK-BISMARCK,NDBI.BIS5,CNH,"DUPPONG'S, INC.",GLEN ULLIN,ND,58631-9740,13:31:00,13:41:00,10,28,06:00:00,15:00:00,"BISMARCK, ND",@600,L904670,CAMERON,46.8171,-101.8122,Exact
TOMASEK-BISMARCK,NDBI.BIS5,CNH,"WEST PLAINS, INC.",HETTINGER,ND,58639-7007,09:44:00,09:54:00,10,28,06:00:00,13:30:00,"BISMARCK, ND",@600,L904703,CAMERON,46.0007,-102.6383,Exact
TOMASEK-BISMARCK,NDBI.BIS5,CNH,"WEST PLAINS, INC.",Bowman,ND,58623,08:51:00,09:01:00,10,56,06:00:00,12:30:00,"BISMARCK, ND",@600,L904704,CAMERON,46.1775,-103.3761,Exact
TOMASEK-BISMARCK,NDBI.BIS5,CNH,"WEST PLAINS, INC.",Beach,ND,58621,06:45:00,06:55:00,10,28,06:00:00,10:30:00,"BISMARCK, ND",@600,L904705,CAMERON,46.9193,-104.0011,Good
TOMASEK-BISMARCK,NDBI.BIS5,DRE,GOOSENECK IMPLEMENT COMPANY,BEACH,ND,58621,06:28:00,06:40:00,12,86,01:30:00,10:00:00,"BISMARCK, ND",@130,L804221,MILAN LW,46.934,-104.0077,Exact
TOMASEK-BISMARCK,NDBI.BIS5,FRD,BOWMAN SLS,BOWMAN,ND,58623-4012,08:30:00,08:45:00,15,56,06:00:00,14:00:00,"BISMARCK, ND",@600,L000165,MENOMONIE,46.1819,-103.395,Exact
TOMASEK-BISMARCK,NDBI.BIS6,CNH,TITAN MACHINERY INC.,BISMARCK,ND,58501-3312,08:00:00,08:10:00,10,28,08:00:00,10:00:00,"BISMARCK, ND",,L904694,CAMERON,46.8211,-100.7312,Exact
TOMASEK-BISMARCK,NDBI.BIS6,DRE,RDO Equipment,BISMARCK,ND,58501-2508,08:14:00,08:32:00,18,448,07:00:00,10:00:00,"BISMARCK, ND",@130,L804222,MILAN LW,46.8269,-100.7312,Exact
TOMASEK-BISMARCK,NDBI.BIS6,DRE,"SAYLER IMPLEMENT, INC.",LINTON,ND,58552-9012,06:03:00,06:15:00,12,112,01:30:00,08:00:00,"BISMARCK, ND",@130,L804248,MILAN LW,46.2439,-100.2329,Exact
TOMASEK-BISMARCK,NDBI.BIS6,DRE,Valey Plains Equipment,ELLENDALE,ND,58436-7609,04:19:00,04:31:00,12,98,01:30:00,08:00:00,"BISMARCK, ND",@130,L804232,MILAN LW,46.0142,-98.5253,Exact
TOMASEK-BISMARCK,NDBI.BIS6,DRE,Valey Plains Equipment,ASHLEY,ND,58413-9761,03:21:00,03:33:00,12,86,01:30:00,08:00:00,"BISMARCK, ND",@130,L804220,MILAN LW,46.0364,-99.3583,Exact
TOMASEK-BISMARCK,NDBI.BIS7,CNH,"G & G IMPLEMENT, INC.",ASHLEY,ND,58413-7047,11:26:00,11:36:00,10,28,06:00:00,12:30:00,"BISMARCK, ND",@600,L904671,CAMERON,46.0354,-99.3744,Exact
TOMASEK-BISMARCK,NDBI.BIS7,CNH,"PREMIER EQUIPMENT, LLC",ISABEL,SD,57633,06:05:00,06:15:00,10,28,06:00:00,10:00:00,"BISMARCK, ND",,L904605,CAMERON,45.4089,-101.2854,MANUAL
TOMASEK-BISMARCK,NDBI.BIS7,CNH,"PREMIER EQUIPMENT, LLC",MOBRIDGE,SD,57601,09:34:00,09:44:00,10,28,06:00:00,10:00:00,"BISMARCK, ND",@600,L904720,CAMERON,45.5373,-100.4104,Exact
TOMASEK-BISMARCK,NDBI.BIS7,CNH,"PREMIER EQUIPMENT, LLC",EUREKA,SD,57437,10:40:00,10:50:00,10,28,06:00:00,11:30:00,"BISMARCK, ND",@600,L904717,CAMERON,45.7673,-99.6188,Exact
TOMASEK-BISMARCK,NDBI.BIS7,FRD,BEADLE FORD INC,MOBRIDGE,SD,57601-1420,09:23:00,09:33:00,10,28,06:00:00,10:00:00,"BISMARCK, ND",@600,L000064,MENOMONIE,45.5374,-100.413,Exact
TOMASEK-BISMARCK,NDBI.BIS7,GM,BEADLE'S CHEVROLET BUICK GMC,MOBRIDGE,SD,57601-9610,09:10:00,09:20:00,10,56,06:00:00,12:00:00,"BISMARCK, ND",@600,L001011,HUDSON,45.5374,-100.4065,Exact
TOMASEK-BISMARCK,NDBI.BIS9,CNH,HEARTLAND AG SYSTEMS,GARRISON,ND,58540-9252,09:40:00,09:50:00,10,28,06:00:00,10:00:00,"BISMARCK, ND",@600,L904700,CAMERON,47.6588,-101.2909,Exact
TOMASEK-BISMARCK,NDBI.BIS9,CNH,"NORTHERN PLAINS EQUIPMENT CO., INC.",MINOT,ND,58701,11:43:00,11:55:00,12,112,06:00:00,12:30:00,"BISMARCK, ND",@600,L904681,CAMERON,48.2123,-101.2402,MANUAL
TOMASEK-BISMARCK,NDBI.BIS9,CNH,"NORTHERN PLAINS EQUIPMENT CO., INC.",GARRISON,ND,58540,09:17:00,09:27:00,10,28,06:00:00,10:00:00,"BISMARCK, ND",@600,L904682,CAMERON,47.6464,-101.4022,Good
TOMASEK-BISMARCK,NDBI.BIS9,CNH,TITAN MACHINERY INC.,MINOT,ND,58701-5517,11:26:00,11:36:00,10,28,06:00:00,12:00:00,"BISMARCK, ND",@600,L904696,CAMERON,48.2293,-101.2168,Exact
TOMASEK-BISMARCK,NDBI.BIS9,DRE,RDO Equipment,WASHBURN,ND,58577-4308,07:01:00,07:11:00,10,224,01:30:00,08:00:00,"BISMARCK, ND",@130,L804262,MILAN LW,47.2876,-101.0161,Exact
TOMASEK-BISMARCK,NDBI.BIS9,DRE,RDO Equipment,HAZEN,ND,58545-9425,07:52:00,08:04:00,12,112,01:30:00,08:00:00,"BISMARCK, ND",@130,L804240,MILAN LW,47.2995,-101.693,Exact
TOMASEK-BISMARCK,NDBI.BIS9,FRD,WESTLIE MTR CO,MINOT,ND,58701-4451,11:01:00,11:16:00,15,168,06:00:00,12:00:00,"BISMARCK, ND",@600,L000048,MENOMONIE,48.231,-101.2961,Exact
TOMASEK-BISMARCK,NDBI.BIS9,GM,HAZEN MOTORS,HAZEN,ND,58545,08:13:00,08:23:00,10,28,06:00:00,10:00:00,"BISMARCK, ND",@600,L001032,HUDSON,47.2939,-101.6233,Exact
TOMASEK-BISMARCK,NDBI.BIS9,HYU,DONN BESSETTE HYUNDAI,MINOT,ND,58703-1362,10:36:00,10:51:00,15,56,06:00:00,12:00:00,"BISMARCK, ND",@600,L000635,CHICAGO,48.2531,-101.2952,Exact
TOMASEK-BISMARCK,NDBI.BIS9,TOY,MINOT TOYOTA,MINOT,ND,58701-7455,12:04:00,12:19:00,15,112,06:30:00,12:30:00,"BISMARCK, ND",@630,L800749,KANSAS CITY,48.1976,-101.2958,Exact
TOMASEK-BISMARCK,NDBI.BIS-FAR,CNH,"NORTHERN PLAINS EQUIPMENT CO., INC.",MANDAN,ND,58554-3800,07:27:00,07:37:00,10,84,06:00:00,08:00:00,"BISMARCK, ND",@600,L904680,CAMERON,46.823,-100.8515,Exact
TOMASEK-BISMARCK,NDBI.BIS-FAR,CNH,TITAN MACHINERY INC.,MANDAN,ND,58554-4620,07:42:00,07:52:00,10,84,06:00:00,08:00:00,"BISMARCK, ND",@600,L904686,CAMERON,46.8247,-100.8637,Exact
TOMASEK-BISMARCK,NDBI.BIS-FAR,FRD,BILL BARTH FORD INC.,MANDAN,ND,58554-4642,06:53:00,07:23:00,30,168,06:00:00,10:00:00,"BISMARCK, ND",@600,L000151,MENOMONIE,46.8179,-100.8496,Exact
TOMASEK-BISMARCK,NDBI.BIS-FAR,HUB,WEST FARGO DOCK,WEST FARGO,ND,58078,01:50:00,02:35:00,45,0,01:50:00,01:50:00,"BISMARCK, ND",,,,46.8837,-96.9147,Exact
TOMASEK-BISMARCK,NDBI.BIS-FAR,HYU,BISMARCK OF MANDAN,MANDAN,ND,58554,07:57:00,08:07:00,10,112,06:00:00,10:00:00,"BISMARCK, ND",@600,L000638,CHICAGO,46.8278,-100.8796,Exact
TOMASEK-BISMARCK,NDBI.BIS-FAR,KIA,EIDE KIA MANDAN,MANDAN,ND,58554-4643,06:42:00,06:52:00,10,112,06:00:00,10:00:00,"BISMARCK, ND",@600,L900905,CHICAGO,46.8173,-100.8482,Exact
