Agent,Route#,CID,Dealer Name,City,ST,Zip,ETA,ETD,Fixed Time,Cube,Open,Close,Delivery X-Dock,Special Eq,Lanter ID,Facing PDC,LATITUDE,LONGITUDE,GEORESULT
TOMASEK-BISMARCK,NDBI.BIS.FAR3,DRE,RDO Equipment,BISMARCK,ND,58504,07:12:00,07:27:00,15,128,03:30:00,08:00:00,"BISMARCK, ND",,L804223,MILAN LW,46.7952,-100.7658,MANUAL
TOMASEK-BISMARCK,NDBI.BIS.FAR3,FRD,EIDE F/M INC.,BISMARCK,ND,58504-6504,07:32:00,08:02:00,30,168,06:00:00,10:00:00,"BISMARCK, ND",@600,L000190,MENOMONIE,46.7951,-100.78,Exact
TOMASEK-BISMARCK,NDBI.BIS.FAR3,HUB,WEST FARGO DOCK,WEST FARGO,ND,58078,02:30:00,03:30:00,60,0,02:30:00,02:30:00,"BISMARCK, ND",,,,46.8837,-96.9147,Exact
TOMASEK-BISMARCK,NDBI.BIS.FAR3,TOY,THEEL TOYOTA,BISMARCK,ND,58503-0751,08:14:00,08:34:00,20,224,06:30:00,10:00:00,"BISMARCK, ND",,L800743,KANSAS CITY,46.8335,-100.7284,Exact
TOMASEK-BISMARCK,NDBI.BIS.FAR3,VOL,RDO TRK CTR,BISMARCK,ND,58504-7708,06:57:00,07:07:00,10,112,06:00:00,09:00:00,"BISMARCK, ND",@600,L003130,JOLIET,46.7954,-100.7447,Exact
TOMASEK-BISMARCK,NDBI.BIS1,DRE,GOOSENECK IMPLEMENT COMPANY,WILLISTON,ND,58801-7220,06:05:00,06:20:00,15,224,01:30:00,08:00:00,"BISMARCK, ND",@130,L804264,MILAN LW,48.1939,-103.6261,Exact
TOMASEK-BISMARCK,NDBI.BIS1,DRE,GOOSENECK IMPLEMENT COMPANY,STANLEY,ND,58784-9404,04:27:00,04:34:00,7,224,01:30:00,08:30:00,"BISMARCK, ND",@130,L804258,MILAN LW,48.331,-102.3879,Exact
TOMASEK-BISMARCK,NDBI.BIS1,DRE,RDO Equipment,WILLISTON,ND,58801-8623,07:02:00,07:14:00,12,112,07:00:00,10:00:00,"BISMARCK, ND",@130,L804263,MILAN LW,48.1253,-103.7246,Exact
TOMASEK-BISMARCK,NDBI.BIS1,PAC,ALLSTATE PB OF WILLISTON,Williston,ND,58801,05:40:00,05:53:00,13,224,01:30:00,08:30:00,"BISMARCK, ND",@130,L904018,ROCKFORD,48.2561,-103.6211,Exact
TOMASEK-BISMARCK,NDBI.BIS1,PAC,WALLWORK KENWORTH,Williston,ND,58801,06:37:00,06:56:00,19,336,01:30:00,09:30:00,"BISMARCK, ND",@130,L904019,ROCKFORD,48.1464,-103.7271,Exact
TOMASEK-BISMARCK,NDBI.BIS1,PAC,WALLWORK KENWORTH-MINOT,Minot,ND,58701,03:15:00,03:28:00,13,336,01:30:00,08:00:00,"BISMARCK, ND",@130,L904021,ROCKFORD,48.2113,-101.2587,Exact
TOMASEK-BISMARCK,NDBI.BIS10,CHR,CHARBONNEAU CHRYSLER CENTER,DICKINSON,ND,58601-5027,07:28:00,07:30:00,2,112,06:00:00,13:00:00,"BISMARCK, ND",@600,L902458,MINNEAPOLIS,46.8802,-102.7909,Exact
TOMASEK-BISMARCK,NDBI.BIS10,CNH,TITAN MACHINERY INC.,DICKINSON,ND,58601-7185,08:19:00,08:29:00,10,28,06:00:00,12:00:00,"BISMARCK, ND",@600,L904697,CAMERON,46.8849,-102.7367,Exact
TOMASEK-BISMARCK,NDBI.BIS10,CNH,"WEST PLAINS, INC.",DICKINSON,ND,58601-7514,07:12:00,07:22:00,10,84,06:00:00,11:00:00,"BISMARCK, ND",@600,L904702,CAMERON,46.879,-102.7607,Exact
TOMASEK-BISMARCK,NDBI.BIS10,DRE,RDO Equipment,DICKINSON,ND,58601-9420,06:07:00,06:22:00,15,154,01:30:00,10:00:00,"BISMARCK, ND",@130,L804229,MILAN LW,46.9332,-102.7908,Exact
TOMASEK-BISMARCK,NDBI.BIS10,FRD,RED ROCK FORD,DICKINSON,ND,58601-7132,06:36:00,06:51:00,15,112,06:00:00,14:00:00,"BISMARCK, ND",@600,L000167,MENOMONIE,46.8836,-102.7457,Exact
TOMASEK-BISMARCK,NDBI.BIS10,GM,CHARBONNEAU BUICK,DICKINSON,ND,58601-5027,07:30:00,07:40:00,10,56,06:00:00,14:00:00,"BISMARCK, ND",@600,L001003,HUDSON,46.8802,-102.7909,Exact
TOMASEK-BISMARCK,NDBI.BIS10,GM,SAX MOTOR CO,DICKINSON,ND,58601-5025,07:41:00,08:11:00,30,112,06:00:00,14:00:00,"BISMARCK, ND",@600,L001031,HUDSON,46.8791,-102.7903,Exact
TOMASEK-BISMARCK,NDBI.BIS10,TOY,PORTER MOTORS,DICKINSON,ND,58601-7128,06:53:00,07:08:00,15,112,06:30:00,14:00:00,"BISMARCK, ND",@630,L800745,KANSAS CITY,46.8823,-102.75,Exact
TOMASEK-BISMARCK,NDBI.BIS2,DRE,GOOSENECK IMPLEMENT COMPANY,ELGIN,ND,58533-7147,01:26:00,01:38:00,12,336,01:30:00,10:00:00,"BISMARCK, ND",@130,L804231,MILAN LW,46.4023,-101.8453,Exact
TOMASEK-BISMARCK,NDBI.BIS2,DRE,GOOSENECK IMPLEMENT COMPANY,BOWMAN,ND,58623-9752,03:44:00,03:56:00,12,336,01:30:00,10:00:00,"BISMARCK, ND",@130,L804224,MILAN LW,46.1775,-103.3761,Exact
TOMASEK-BISMARCK,NDBI.BIS2,DRE,GOOSENECK IMPLEMENT COMPANY,LEMMON,SD,57638-2203,02:28:00,02:40:00,12,224,01:30:00,10:00:00,"BISMARCK, ND",@130,L804278,MILAN LW,45.9349,-102.1631,Exact
TOMASEK-BISMARCK,NDBI.BIS2,DRE,GOOSENECK IMPLEMENT COMPANY,DICKINSON,ND,58601-7129,05:42:00,05:57:00,15,336,01:30:00,10:00:00,"BISMARCK, ND",@130,L804230,MILAN LW,46.8821,-102.7504,Exact
TOMASEK-BISMARCK,NDBI.BIS2,PAC,ALLSTATE PB OF DICKINSON,DICKINSON,ND,58601,06:04:00,06:14:00,10,112,01:30:00,10:00:00,"BISMARCK, ND",@130,L903987,ROCKFORD,46.8861,-102.7281,Exact
TOMASEK-BISMARCK,NDBI.BIS2,PAC,WALLWORK KENWORTH-DICKINSON,Dickinson,ND,58601,05:13:00,05:26:00,13,224,01:30:00,10:00:00,"BISMARCK, ND",@130,L904020,ROCKFORD,46.8752,-102.8484,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Lexus of Naperville,Naperville,IL,60540,05:32:00,05:47:00,15,0,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904496,CHICAGO,41.7633,-88.1954,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Lexus of Naperville,Naperville,IL,60540,23:52:00,00:07:00,15,85,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904496,CHICAGO,41.7633,-88.1954,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Lexus of Orland,Orland Park,IL,60462,01:59:00,02:14:00,15,86,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904500,CHICAGO,41.6019,-87.8203,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Orland Toyota,Tinley Park,IL,60487,01:40:00,01:55:00,15,70,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904499,CHICAGO,41.6017,-87.8255,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Romeoville Toyota,Romeoville,IL,60446,04:30:00,04:45:00,15,53,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904503,CHICAGO,41.5986,-88.1229,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Toyota of Bourbonnais,Bourbonnais,IL,60914,03:25:00,03:40:00,15,46,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904502,CHICAGO,41.1627,-87.8865,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Toyota of Naperville,Naperville,IL,60540,00:13:00,00:28:00,15,145,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904497,CHICAGO,41.7732,-88.1864,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.4,TOY,Toyota of Naperville,Naperville,IL,60540,05:11:00,05:26:00,15,0,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904497,CHICAGO,41.7732,-88.1864,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,Arlington Toyota,Palatine,IL,60074,04:45:00,05:05:00,20,197,04:45:00,08:00:00,"AURORA.TOY PDC, IL",,L904511,CHICAGO,42.1479,-88.0313,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,Bredemann Toyota,Park Ridge,IL,60068,03:09:00,03:24:00,15,92,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L002606,CHICAGO,42.0394,-87.8426,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,Fields Lexus,Glenview,IL,60025,03:38:00,03:53:00,15,83,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904510,CHICAGO,42.0912,-87.7979,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,Lombard Toyota,Lombard,IL,60148,01:21:00,01:36:00,15,65,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904504,CHICAGO,41.8599,-88.02,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,McGrath of Elmhurst,Elmhurst,IL,60126,01:55:00,02:10:00,15,87,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904506,CHICAGO,41.9184,-87.9528,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,Toyota of Lincolnwood,Lincolnwood,IL,60712,02:38:00,02:53:00,15,99,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904509,CHICAGO,42.0132,-87.7478,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.5,TOY,Toyota on Edens,Northbrook,IL,60062,04:04:00,04:19:00,15,58,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904505,CHICAGO,42.1243,-87.7831,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Elgin Toyota,Streamwood,IL,60107,01:28:00,01:43:00,15,141,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904514,CHICAGO,42.013,-88.2173,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Lexus of Arlington,Arlington Heights,IL,60004,02:40:00,02:55:00,15,126,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904516,CHICAGO,42.1393,-88.0016,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Lexus of Highland Park,Highland Park,IL,60035,03:23:00,03:38:00,15,62,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904517,CHICAGO,42.2058,-87.8367,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Libertyville Toyota,Libertyville,IL,60048,03:57:00,04:12:00,15,116,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904520,CHICAGO,42.2649,-87.9494,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Pauly Toyota,Crystal Lake,IL,60014,05:23:00,05:38:00,15,77,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904518,CHICAGO,42.2124,-88.2864,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,St. Charles Toyota,St. Charles,IL,60174,00:52:00,01:07:00,15,56,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904512,CHICAGO,41.9212,-88.2813,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Toyota of Fox Lake,Fox Lake,IL,60020,04:38:00,04:53:00,15,88,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904519,CHICAGO,42.3919,-88.1818,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.6,TOY,Woodfield Lexus,Schaumburg,IL,60173,02:05:00,02:20:00,15,177,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904515,CHICAGO,42.0499,-88.0707,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.7,TOY,Chicago Northside Toyota,Chicago,IL,60659,02:02:00,02:32:00,30,101,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904508,CHICAGO,41.9915,-87.6898,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.7,TOY,McGrath Lexus/Chicago,Chicago,IL,60642,02:48:00,03:28:00,40,185,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904480,CHICAGO,41.9036,-87.6561,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.7,TOY,Toyota of Lincoln Park,Chicago,IL,60642,03:35:00,04:05:00,30,77,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904482,CHICAGO,41.9101,-87.651,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.7,TOY,Toyota on Western,Chicago,IL,60636,04:26:00,04:56:00,30,63,02:00:00,08:00:00,"AURORA.TOY PDC, IL",,L904485,CHICAGO,41.7671,-87.6833,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.7,TOY,Victory Toyota of Midtown,Chicago,IL,60641,01:16:00,01:46:00,30,91,20:00:00,07:00:00,"AURORA.TOY PDC, IL",,L904507,CHICAGO,41.9404,-87.7469,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.1,TOY,East Madison Toyota,Madison,WI,53718,19:59:00,20:14:00,15,40,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904473,CHICAGO,43.14,-89.2898,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.1,TOY,Hesser Toyota,Janesville,WI,53545,19:00:00,19:15:00,15,10,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904474,CHICAGO,42.7218,-89.0024,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.1,TOY,Lexus of Madison,Middleton,WI,53562,21:13:00,21:28:00,15,15,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904470,CHICAGO,43.1116,-89.5197,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.1,TOY,Pauly Toyota,Crystal Lake,IL,60014,17:40:00,17:55:00,15,19,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904518,CHICAGO,42.2124,-88.2864,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.1,TOY,Smart Motors Toyota,Madison,WI,53719,20:41:00,20:56:00,15,57,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904472,CHICAGO,43.0515,-89.4817,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.1,TOY,Toyota of Fox Lake,Fox Lake,IL,60020,23:13:00,23:28:00,15,24,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904519,CHICAGO,42.3919,-88.1818,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Andrew Toyota,Milwaukee,WI,53209,23:43:00,23:58:00,15,27,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904522,CHICAGO,43.1189,-87.9306,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Arlington Toyota,Palatine,IL,60074,18:11:00,18:26:00,15,48,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904511,CHICAGO,42.1479,-88.0313,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Classic Toyota,Waukegan,IL,60085,19:23:00,19:38:00,15,22,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904488,CHICAGO,42.3673,-87.8795,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Don Jacobs Toyota,Milwaukee,WI,53221,20:57:00,21:12:00,15,25,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904490,CHICAGO,42.9403,-87.9494,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Heiser Toyota,Milwaukee,WI,53224,23:12:00,23:27:00,15,14,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904494,CHICAGO,43.1435,-88.0543,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Lexus of Arlington,Arlington Heights,IL,60004,17:49:00,18:04:00,15,35,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904516,CHICAGO,42.1393,-88.0016,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Lexus of Brookfield,Brookfield,WI,53045,22:06:00,22:21:00,15,21,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904492,CHICAGO,43.0332,-88.1548,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Lexus of Milwaukee,Glendale,WI,53209,23:59:00,00:14:00,15,15,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904495,CHICAGO,43.1187,-87.9289,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Libertyville Toyota,Libertyville,IL,60048,18:48:00,19:03:00,15,32,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904520,CHICAGO,42.2649,-87.9494,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Toyota of Brookfield,Brookfield,WI,53045,22:37:00,22:52:00,15,53,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904493,CHICAGO,43.0861,-88.1689,Good
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Wilde Toyota,West Allis,WI,53227,21:31:00,21:46:00,15,76,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904491,CHICAGO,42.9847,-88.0474,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.2,TOY,Zeigler Toyota of Racine,Mt Pleasant,WI,53177,20:11:00,20:26:00,15,8,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904489,CHICAGO,42.6938,-87.8738,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Continental Toyota,Hodgkins,IL,60525,20:19:00,20:34:00,15,91,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904498,CHICAGO,41.7674,-87.8676,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Gerald Toyota of Matteson,Matteson,IL,60443,22:24:00,22:39:00,15,20,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904501,CHICAGO,41.5047,-87.7466,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Lexus of Naperville,Naperville,IL,60540,00:14:00,00:29:00,15,0,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904496,CHICAGO,41.7633,-88.1954,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Lexus of Naperville,Naperville,IL,60540,17:22:00,17:37:00,15,25,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904496,CHICAGO,41.7633,-88.1954,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Lexus of Orland,Orland Park,IL,60462,21:49:00,22:04:00,15,24,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904500,CHICAGO,41.6019,-87.8203,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Lombard Toyota,Lombard,IL,60148,18:21:00,18:36:00,15,20,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904504,CHICAGO,41.8599,-88.02,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,McGrath Lexus/Westmont,Westmont,IL,60559,19:29:00,19:44:00,15,40,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904478,CHICAGO,41.8104,-87.9622,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,McGrath of Elmhurst,Elmhurst,IL,60126,18:54:00,19:09:00,15,22,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904506,CHICAGO,41.9184,-87.9528,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Oak Lawn Toyota,Oak Lawn,IL,60453,20:53:00,21:08:00,15,19,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904483,CHICAGO,41.7204,-87.7297,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Oakbrook Toyota in Westmont,Westmont,IL,60559,19:45:00,20:00:00,15,27,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904479,CHICAGO,41.8105,-87.9594,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Orland Toyota,Tinley Park,IL,60487,21:31:00,21:46:00,15,19,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904499,CHICAGO,41.6017,-87.8255,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Romeoville Toyota,Romeoville,IL,60446,23:12:00,23:27:00,15,16,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904503,CHICAGO,41.5986,-88.1229,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Toyota of Naperville,Naperville,IL,60540,17:43:00,17:58:00,15,41,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904497,CHICAGO,41.7732,-88.1864,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.3,TOY,Toyota of Naperville,Naperville,IL,60540,23:53:00,00:08:00,15,0,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904497,CHICAGO,41.7732,-88.1864,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Bredemann Toyota,Park Ridge,IL,60068,19:37:00,19:52:00,15,23,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL002606,CHICAGO,42.0394,-87.8426,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Chicago Northside Toyota,Chicago,IL,60659,22:13:00,22:28:00,15,28,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904508,CHICAGO,41.9915,-87.6898,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Elgin Toyota,Streamwood,IL,60107,17:58:00,18:13:00,15,37,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904514,CHICAGO,42.013,-88.2173,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Fields Lexus,Glenview,IL,60025,20:06:00,20:21:00,15,22,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904510,CHICAGO,42.0912,-87.7979,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Lexus of Highland Park,Highland Park,IL,60035,21:07:00,21:22:00,15,17,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904517,CHICAGO,42.2058,-87.8367,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,McGrath Lexus/Chicago,Chicago,IL,60642,22:44:00,22:59:00,15,54,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904480,CHICAGO,41.9036,-87.6561,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Schaumburg Toyota,Schaumburg,IL,60194,18:33:00,18:53:00,20,125,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904471,CHICAGO,42.0483,-88.1021,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,St. Charles Toyota,St. Charles,IL,60174,17:22:00,17:37:00,15,15,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904512,CHICAGO,41.9212,-88.2813,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Toyota of Lincoln Park,Chicago,IL,60642,23:06:00,23:21:00,15,19,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904482,CHICAGO,41.9101,-87.651,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Toyota of Lincolnwood,Lincolnwood,IL,60712,21:48:00,22:03:00,15,25,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904509,CHICAGO,42.0132,-87.7478,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Toyota on Edens,Northbrook,IL,60062,20:33:00,20:48:00,15,15,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904505,CHICAGO,42.1243,-87.7831,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Victory Toyota of Midtown,Chicago,IL,60641,23:35:00,23:50:00,15,27,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904507,CHICAGO,41.9404,-87.7469,Exact
TOMASEK-CHICAGO,ILBE.AUR.TOY.SUN.4,TOY,Woodfield Lexus,Schaumburg,IL,60173,19:00:00,19:15:00,15,46,17:00:00,07:00:00,"AURORA.TOY PDC, IL",,SL904515,CHICAGO,42.0499,-88.0707,Exact
TOMASEK-CHICAGO,ILBE.COL.GR DED,COL,COLONY - GRAND RAPIDS,Grand Rapids,MI,49548,23:21:00,23:36:00,15,224,22:00:00,06:00:00,"COUNTRYSIDE, IL",,L903038,COUNTRYSIDE,42.8841,-85.6799,Exact
TOMASEK-CHICAGO,ILBE.COL.MH DED,COL,COLONY - MADISON HEIGHTS,MADISON HEIGHTS,MI,48071-4150,05:00:00,05:15:00,15,224,05:00:00,10:00:00,"COUNTRYSIDE, IL",,L903039,COUNTRYSIDE,42.4794,-83.089,Level1
TOMASEK-CHICAGO,ILBE.FRD.1,AIT,APPLIED - LAPORTE,Laporte,IN,46350,06:16:00,06:31:00,15,120,01:30:00,08:00:00,"MINOOKA, IL",,L002707,FLORENCE,41.6075,-86.6873,Exact
TOMASEK-CHICAGO,ILBE.FRD.1,FRD,ART HILL FORD LINC,Merrillville,IN,46410,03:27:00,03:47:00,20,282,23:00:00,07:00:00,"MINOOKA, IL",,L903949,INDIANAPOLIS,41.4708,-87.3467,Exact
TOMASEK-CHICAGO,ILBE.FRD.1,FRD,AUTO PARK FORD,Laporte,IN,46350,06:37:00,06:47:00,10,56,02:30:00,08:00:00,"MINOOKA, IL",,L000237,INDIANAPOLIS,41.626,-86.6885,Exact
TOMASEK-CHICAGO,ILBE.FRD.1,FRD,BOSAK FORD,Chesterton,IN,46304,04:47:00,05:07:00,20,238,23:00:00,07:00:00,"MINOOKA, IL",,L903945,INDIANAPOLIS,41.6038,-87.1147,Exact
TOMASEK-CHICAGO,ILBE.FRD.1,FRD,CASTLE FORD LINCOLN,Michigan City,IN,46360,05:31:00,05:51:00,20,231,23:00:00,07:00:00,"MINOOKA, IL",,L903944,INDIANAPOLIS,41.6835,-86.8939,Exact
TOMASEK-CHICAGO,ILBE.FRD.1,FRD,PAUL HEURING MTRS IN,Hobart,IN,46342,04:07:00,04:27:00,20,236,23:00:00,07:00:00,"MINOOKA, IL",,L903951,INDIANAPOLIS,41.5491,-87.2407,Exact
TOMASEK-CHICAGO,ILBE.FRD.2,CNH,MCCANN INDUSTRIES,Bolingbrook,IL,60440,06:00:00,06:10:00,10,240,06:00:00,09:00:00,"MINOOKA, IL",,L001171,LEBANON,41.6898,-88.0596,Exact
TOMASEK-CHICAGO,ILBE.FRD.2,FRD,"MCCARTHY FORD, INC",Chicago,IL,60655,05:06:00,05:26:00,20,244,23:00:00,07:00:00,"MINOOKA, IL",,L903953,INDIANAPOLIS,41.6854,-87.7202,Exact
